HS_CEEB,HS_CITY,HS_NAME,HS_POSTAL_CD,HS_STATE
490880,Morgantown,university high school,26508-1459,WV
500510,Delavan,delavan darien high school,53115,WI
041940,Pangburn,pangburn high school,72121,AR
050092,Anaheim,western high school,92804,CA
050190,Covina,gladstone high school,91722,CA
050920,Fair Oaks,sacramento waldorf school,95628,CA
051269,Irvine,tarbut v torah comm day school,92603,CA
052075,Mountain View,mountain view high school,94040,CA
052247,Oceanside,halstrom high school-oceanside,92054,CA
053140,San Luis Obispo,mission college prep high sch,93401,CA
054164,Albany,tilden preparatory school,94706,CA
054825,Calabasas,muse middle and high school,91302-1933,CA
060509,Denver,strive prep smart academy,80219-3941,CO
061155,Peetz,peetz high school,80747,CO
070540,New Milford,canterbury school,06776,CT
100532,Fort Walton Beac,fort walton beach high school,32548,FL
100922,Land O Lakes,academy at the lakes day sch,34639,FL
140725,Chicago,ida crown jewish academy,60645-4314,IL
140765,Chicago,de la salle institute,60616-3827,IL
140996,Chicago,lycee francais de chicago,60603-6125,IL
141009,Chicago,noble street college prep,60622-4011,IL
141009,Chicago,noble street charter hs,60622-4011,IL
141022,Chicago,perspectives charter school,60616-6505,IL
142025,Genoa,genoa-kingston high school,60135-1423,IL
143415,Pekin,pekin community high school,61554-5212,IL
144186,Marengo,faith lutheran high school,60152-9675,IL
150555,Clayton,cascade high school,46118,IN
170430,Burlington,burlington high school,66839,KS
200340,Easton,easton high school,04740,ME
210836,Potomac,german school washington,20854,MD
210904,Rockville,colonel zadok magruder high sc,20855,MD
222395,Whitman,whitman-hanson regl high sch,02382,MA
232154,Jenison,jenison international academy,49428,MI
232843,Novi,novi high school,48375,MI
261240,Grandview,grandview high school,64030,MO
310554,Hoboken,hudson school,07030,NJ
310693,Lincroft,christian brothers academy,07738,NJ
311440,Sussex,high point regional high sch,07461,NJ
311510,Union,union high school,07083,NJ
320028,Albuquerque,rio grande high school,87105,NM
333575,New York,convent of the sacred heart,10128,NY
333785,New York,manhattan/hunter coll hs sci,10023,NY
335825,Waterville,waterville jr-sr high school,13480,NY
340687,Charlotte,providence day school,28270,NC
343395,Rolesville,thales academy: rolesville,27571,NC
361510,Columbus,bishop watterson high school,43214,OH
365685,Yellow Springs,yellow springs high school,45387,OH
381055,Sandy,sandy union high school,97055,OR
381180,Turner,cascade high school,97392,OR
392545,Mechanicsburg,cumberland valley high school,17050,PA
392610,Mc Donald,fort cherry high school,15057,PA
393640,Pittsburgh,northgate high school,15202,PA
411620,Pendleton,pendleton high school,29670,SC
411698,Rock Hill,northwestern high school,29732,SC
431662,Nashville,ensworth high school,37221,TN
440835,Brenham,brenham high school,77833,TX
442705,Galveston,oconnell high school,77550,TX
443245,Hereford,hereford high school,79045,TX
443751,Houston,kipp academy charter school,77047,TX
446784,Sugar Land,william p clements high school,77479,TX
460205,Jericho,mount mansfield union hs,05465,VT
471348,Manassas,stonewall jackson high school,20109,VA
472468,Woodbridge,forest park senior high school,22193,VA
481060,Seattle,center school,98109,WA
510450,Worland,worland high school,82401,WY
561700,Apo,robert d edgren hs dod,96319,AP
030444,Tempe,tempe preparatory academy,85282,AZ
051025,Gardena,junipero serra high school,90249,CA
051431,Lawndale,lawndale high school,90260,CA
052055,Moorpark,moorpark high school,93021,CA
052356,Rolling Hills,rancho del mar high school,90274,CA
052533,Poway,poway high school,92064,CA
053451,Valley Village,san fernando vly prof school,91607,CA
053451,Burbank,brighton hall school,91505,CA
054429,Redwood City,everest public high school,94063,CA
060417,Parker,lutheran high school,80134,CO
060417,Parker,lutheran hs of the rockies,80134,CO
060897,Lakewood,warren occupational tech ctr,80228,CO
070125,Danbury,immaculate high school,06810,CT
100426,Delray Beach,amer heritage sch boca delray,33484,FL
101514,Orange Park,ridgeview high school,32065,FL
110058,Alpharetta,alpharetta high school,30005,GA
140008,Aledo,mercer county high school,61231-2513,IL
140650,Lansing,american school,60438-1002,IL
142555,LA Salle,la salle-peru township hs,61301-2012,IL
151658,Indianapolis,cardinal ritter high school,46222,IN
153415,Terre Haute,terre haute north vigo hs,47804,IN
153745,West Lafayette,west lafayette jr-sr hs,47906,IN
164520,Waterloo,west high school,50702,IA
181849,Morehead,craft acad morehead st un,40351,KY
190985,Galliano,south lafourche high school,70354,LA
222197,Waltham,gann academy new jewish hs,02452,MA
233715,Wayne,wayne memorial high school,48184,MI
241305,Lake City,lincoln jr-sr high school,55041,MN
261635,Kansas City,notre dame de sion,64114,MO
290091,Las Vegas,bonanza high school,89146,NV
310210,Cape May,lower cape may regional,08204,NJ
332958,Macedon,ruben a cirillo high school,14502,NY
335110,Niskayuna,niskayuna high school,12309,NY
335620,Trumansburg,charles o dickerson hs,14886,NY
341851,High Point,southwest guilford high school,27265,NC
362440,Grove City,grove city high school,43123,OH
364905,Sunbury,big walnut high school,43074,OH
370645,Cashion,cashion high school,73016-9515,OK
380097,Bend,oregon challenge high school,97701,OR
393925,Pittsburgh,taylor allderdice high school,15217,PA
400093,North Scituate,ponaganset high school,02857,RI
411985,Travelers Rest,travelers rest high school,29690,SC
431800,Oak Ridge,oak ridge high school,37830,TN
442191,El Paso,valle verde early college hs,79915,TX
442565,Fort Worth,southwest high school,76133,TX
442593,Forney,north forney high school,75126,TX
442607,Fredericksburg,heritage family chrn school,78624,TX
443599,Houston,andy dekaney high school,77073,TX
444585,Maypearl,maypearl high school,76064,TX
444980,Nacogdoches,nacogdoches high school,75965,TX
447321,Waco,vanguard college prep school,76710,TX
470140,Ashburn,rock ridge high school,20148-7408,VA
472405,Williamsburg,lafayette high school,23188,VA
500855,Hartland,lake country lutheran hs,53029,WI
500996,Kenosha,christian life school,53142,WI
501505,Whitefish Bay,whitefish bay high school,53217,WI
991535,Nederland,chinook west,80466,CO
040690,El Dorado,el dorado high school,71730-4258,AR
051015,Galt,galt joint union high school,95632,CA
051028,Garden Grove,bolsa grande high school,92844,CA
051402,Lake Elsinore,temescal canyon high school,92532,CA
051480,Long Beach,long beach polytechnic hs,90813,CA
060135,Frisco,summit high school,80443,CO
060325,Creede,creede jr-sr high school,81130,CO
100428,Dunedin,dunedin senior high school,34698,FL
100602,Fort Lauderdale,calvary christian academy,33309,FL
101338,Palm Bch Gdns,william t dwyer high school,33418,FL
101495,Saint Petersburg,admiral farragut academy,33710,FL
101597,Seminole,osceola high school,33777,FL
101780,Venice,venice high school,34285,FL
101793,Vero Beach,saint edwards school,32963,FL
130295,Idaho Falls,idaho falls high school,83401,ID
142960,Momence,momence community high school,60954-1453,IL
144475,Woodstock,marian central catholic hs,60098-3035,IL
150915,Elkhart,elkhart central high school,46516,IN
191793,Metairie,haynes academy for advanced,70005,LA
191905,Napoleonville,assumption high school,70390,LA
210231,Bel Air,harford technical high school,21015,MD
230094,Ann Arbor,washtenaw tech middle college,48104,MI
231795,Grosse Ile,grosse ile high school,48138,MI
231802,Grosse Pointe,grosse pointe south hs,48236,MI
233072,Portage,portage northern high school,49024,MI
240345,Buffalo,buffalo high school,55313,MN
